intern_id,name,age,gpa,skills,interest,location,preferred_duration_months,prior_experience_years,skills_processed,gpa_scaled,age_scaled,experience_scaled,duration_scaled
191,Aditya Patel,23,5.38,"Cybersecurity, ML, Web Dev, Data Analysis",cybersecurity,Bangalore,6,1,cybersecurity  ml  web dev  data analysis,-1.5094894545727975,0.6899504074267342,-0.4682570815302714,1.4336836347579056
192,Ananya Kumar,20,8.63,Data Analysis,cybersecurity,Chennai,1,1,data analysis,0.7370626342305258,-0.6567322355662416,-0.4682570815302714,-1.41544918471329
194,Vivaan Sharma,22,5.82,"Data Analysis, Java",web dev,Hyderabad,1,1,data analysis  java,-1.2053408640886552,0.24105619309574222,-0.4682570815302714,-1.41544918471329
195,Ananya Patel,18,7.4,"Python, Cybersecurity, ML",cybersecurity,Coimbatore,1,2,python  cybersecurity  ml,-0.11317092553196283,-1.5545206642282254,0.415246845885335,-1.41544918471329
196,Reyansh Mehta,22,8.75,"Web Dev, Cybersecurity",data science,Chennai,1,1,web dev  cybersecurity,0.8200122498171094,0.24105619309574222,-0.4682570815302714,-1.41544918471329
197,Meera Joshi,20,9.21,ML,ai,Bangalore,5,0,ml,1.1379857762323495,-0.6567322355662416,-1.3517610089458778,0.8638570708636665
198,Aditya Joshi,19,5.18,"Web Dev, ML, Cybersecurity",cybersecurity,Madurai,1,0,web dev  ml  cybersecurity,-1.6477388138837714,-1.1056264498972335,-1.3517610089458778,-1.41544918471329
199,Arjun Mehta,25,5.38,Data Analysis,web dev,Hyderabad,4,0,data analysis,-1.5094894545727975,1.587738836088718,-1.3517610089458778,0.2940305069694274
201,Meera Iyer,22,7.93,ML,data science,Mumbai,5,0,ml,0.25318987664211706,0.24105619309574222,-1.3517610089458778,0.8638570708636665
202,Aadhya Kumar,19,9.25,"Java, Python, Web Dev",web dev,Hyderabad,1,0,java  python  web dev,1.1656356480945436,-1.1056264498972335,-1.3517610089458778,-1.41544918471329
203,Saanvi Singh,23,6.03,"Java, Python",web dev,Madurai,1,2,java  python,-1.0601790368121327,0.6899504074267342,0.415246845885335,-1.41544918471329
204,Ishaan Reddy,22,8.03,"Cybersecurity, Python",web dev,Hyderabad,6,0,cybersecurity  python,0.32231455629760364,0.24105619309574222,-1.3517610089458778,1.4336836347579056
206,Riya Verma,24,5.57,"ML, Data Analysis, Web Dev, Cybersecurity",ai,Madurai,2,1,ml  data analysis  web dev  cybersecurity,-1.3781525632273721,1.1388446217577262,-0.4682570815302714,-0.8456226208190508
207,Ira Verma,19,7.38,"ML, Cybersecurity, Python",ai,Madurai,3,2,ml  cybersecurity  python,-0.12699586146306052,-1.1056264498972335,0.415246845885335,-0.27579605692481174
209,Vivaan Gupta,22,5.44,"Data Analysis, Web Dev",cybersecurity,Delhi,3,0,data analysis  web dev,-1.468014646779505,0.24105619309574222,-1.3517610089458778,-0.27579605692481174
210,Reyansh Sharma,18,5.67,"Python, Data Analysis, Cybersecurity, Web Dev",web dev,Chennai,5,0,python  data analysis  cybersecurity  web dev,-1.3090278835718856,-1.5545206642282254,-1.3517610089458778,0.8638570708636665
211,Krishna Chopra,23,8.52,"ML, Web Dev, Java, Cybersecurity",data science,Madurai,3,2,ml  web dev  java  cybersecurity,0.6610254866094893,0.6899504074267342,0.415246845885335,-0.27579605692481174
212,Meera Mehta,23,8.09,"Cybersecurity, Web Dev, Python",data science,Chennai,2,1,cybersecurity  web dev  python,0.3637893640908961,0.6899504074267342,-0.4682570815302714,-0.8456226208190508
214,Reyansh Singh,20,5.46,"Cybersecurity, ML, Java",ai,Madurai,2,3,cybersecurity  ml  java,-1.4541897108484079,-0.6567322355662416,1.2987507733009414,-0.8456226208190508
215,Meera Das,18,7.57,"Java, Web Dev, Python",cybersecurity,Delhi,4,1,java  web dev  python,0.004341029882364771,-1.5545206642282254,-0.4682570815302714,0.2940305069694274
216,Saanvi Sharma,24,7.62,"Data Analysis, Java, Web Dev",data science,Hyderabad,1,0,data analysis  java  web dev,0.03890336971010807,1.1388446217577262,-1.3517610089458778,-1.41544918471329
217,Kavya Kumar,22,5.74,"Java, Cybersecurity",ai,Madurai,1,1,java  cybersecurity,-1.2606406078130445,0.24105619309574222,-0.4682570815302714,-1.41544918471329
218,Arjun Iyer,18,6.29,Cybersecurity,data science,Hyderabad,5,1,cybersecurity,-0.880454869707867,-1.5545206642282254,-0.4682570815302714,0.8638570708636665
219,Reyansh Nair,23,7.46,"Java, Cybersecurity, Web Dev, Data Analysis",web dev,Mumbai,5,1,java  cybersecurity  web dev  data analysis,-0.07169611773867099,0.6899504074267342,-0.4682570815302714,0.8638570708636665
220,Riya Sharma,20,7.9,"Data Analysis, Java, ML, Cybersecurity",data science,Hyderabad,3,2,data analysis  java  ml  cybersecurity,0.23245247274547143,-0.6567322355662416,0.415246845885335,-0.27579605692481174
221,Riya Kumar,24,5.64,"Data Analysis, ML",web dev,Madurai,3,1,data analysis  ml,-1.3297652874685317,1.1388446217577262,-0.4682570815302714,-0.27579605692481174
222,Riya Gupta,25,8.2,"ML, Web Dev, Cybersecurity",web dev,Hyderabad,4,3,ml  web dev  cybersecurity,0.4398265117119312,1.587738836088718,1.2987507733009414,0.2940305069694274
223,Ishaan Bhat,18,9.48,"Data Analysis, Python",cybersecurity,Hyderabad,3,2,data analysis  python,1.3246224113021636,-1.5545206642282254,0.415246845885335,-0.27579605692481174
224,Saanvi Iyer,22,9.87,Cybersecurity,ai,Madurai,5,1,cybersecurity,1.5942086619585616,0.24105619309574222,-0.4682570815302714,0.8638570708636665
225,Aditya Bhat,20,5.2,"Data Analysis, ML",web dev,Hyderabad,5,1,data analysis  ml,-1.6339138779526736,-0.6567322355662416,-0.4682570815302714,0.8638570708636665
226,Aarohi Verma,21,6.74,"ML, Data Analysis",ai,Bangalore,6,0,ml  data analysis,-0.5693938112581761,-0.2078380212352497,-1.3517610089458778,1.4336836347579056
227,Vivaan Mehta,23,5.6,"Java, ML, Python",data science,Coimbatore,1,3,java  ml  python,-1.3574151593307267,0.6899504074267342,1.2987507733009414,-1.41544918471329
228,Aarav Singh,19,9.47,Cybersecurity,data science,Hyderabad,1,1,cybersecurity,1.317709943336615,-1.1056264498972335,-0.4682570815302714,-1.41544918471329
229,Reyansh Reddy,19,8.45,Data Analysis,cybersecurity,Mumbai,1,1,data analysis,0.6126382108506484,-1.1056264498972335,-0.4682570815302714,-1.41544918471329
230,Reyansh Bhat,18,7.41,"ML, Web Dev, Python, Cybersecurity",ai,Madurai,6,2,ml  web dev  python  cybersecurity,-0.10625845756641429,-1.5545206642282254,0.415246845885335,1.4336836347579056
232,Diya Kumar,19,9.34,"Python, Cybersecurity, Java",cybersecurity,Mumbai,1,2,python  cybersecurity  java,1.2278478597844817,-1.1056264498972335,0.415246845885335,-1.41544918471329
236,Aditya Iyer,25,5.67,"Python, Web Dev, Cybersecurity",cybersecurity,Hyderabad,3,2,python  web dev  cybersecurity,-1.3090278835718856,1.587738836088718,0.415246845885335,-0.27579605692481174
237,Kavya Sharma,24,7.56,"Data Analysis, Cybersecurity, Python, Java",ai,Madurai,4,0,data analysis  cybersecurity  python  java,-0.00257143808318438,1.1388446217577262,-1.3517610089458778,0.2940305069694274
238,Krishna Chopra,19,7.24,Web Dev,data science,Coimbatore,3,2,web dev,-0.22377041298074188,-1.1056264498972335,0.415246845885335,-0.27579605692481174
240,Sai Bhat,19,7.82,"Python, ML",ai,Madurai,1,2,python  ml,0.1771527290210819,-1.1056264498972335,0.415246845885335,-1.41544918471329
241,Ishaan Sharma,23,6.64,"Python, Data Analysis",data science,Delhi,4,0,python  data analysis,-0.6385184909136633,0.6899504074267342,-1.3517610089458778,0.2940305069694274
242,Meera Joshi,18,6.71,"Data Analysis, Python, Java, ML",data science,Hyderabad,1,3,data analysis  python  java  ml,-0.5901312151548224,-1.5545206642282254,1.2987507733009414,-1.41544918471329
243,Vivaan Joshi,19,8.95,"Data Analysis, Python, Cybersecurity",cybersecurity,Bangalore,5,1,data analysis  python  cybersecurity,0.9582616091280826,-1.1056264498972335,-0.4682570815302714,0.8638570708636665
244,Riya Mehta,24,7.92,"Java, ML, Web Dev",data science,Hyderabad,6,1,java  ml  web dev,0.2462774086765685,1.1388446217577262,-0.4682570815302714,1.4336836347579056
245,Ira Patel,24,8.73,Cybersecurity,cybersecurity,Chennai,1,3,cybersecurity,0.8061873138860123,1.1388446217577262,1.2987507733009414,-1.41544918471329
246,Aarohi Nair,20,6.89,"Web Dev, Data Analysis",data science,Chennai,5,1,web dev  data analysis,-0.4657067917749462,-0.6567322355662416,-0.4682570815302714,0.8638570708636665
247,Aditya Singh,21,8.23,"Data Analysis, ML, Web Dev",web dev,Mumbai,2,2,data analysis  ml  web dev,0.46056391560857807,-0.2078380212352497,0.415246845885335,-0.8456226208190508
248,Riya Singh,25,7.49,"Python, Data Analysis, ML, Java",ai,Chennai,6,0,python  data analysis  ml  java,-0.05095871384202476,1.587738836088718,-1.3517610089458778,1.4336836347579056
249,Meera Singh,18,6.19,"Python, Java",cybersecurity,Chennai,6,0,python  java,-0.9495795493633536,-1.5545206642282254,-1.3517610089458778,1.4336836347579056
250,Reyansh Verma,23,6.83,"Cybersecurity, Data Analysis",data science,Bangalore,4,1,cybersecurity  data analysis,-0.507181599568238,0.6899504074267342,-0.4682570815302714,0.2940305069694274
251,Vivaan Nair,20,5.44,"Cybersecurity, ML",data science,Madurai,6,2,cybersecurity  ml,-1.468014646779505,-0.6567322355662416,0.415246845885335,1.4336836347579056
252,Riya Bhat,25,9.48,Web Dev,web dev,Delhi,3,2,web dev,1.3246224113021636,1.587738836088718,0.415246845885335,-0.27579605692481174
256,Riya Verma,18,7.45,"Cybersecurity, Data Analysis, Python",data science,Madurai,6,2,cybersecurity  data analysis  python,-0.07860858570421952,-1.5545206642282254,0.415246845885335,1.4336836347579056
258,Ishaan Bhat,19,6.4,"Java, ML",ai,Madurai,4,0,java  ml,-0.8044177220868313,-1.1056264498972335,-1.3517610089458778,0.2940305069694274
259,Saanvi Gupta,23,9.84,"Web Dev, Python",ai,Madurai,4,2,web dev  python,1.573471258061916,0.6899504074267342,0.415246845885335,0.2940305069694274
260,Meera Chopra,21,7.54,"Web Dev, ML, Cybersecurity, Data Analysis",ai,Coimbatore,1,3,web dev  ml  cybersecurity  data analysis,-0.016396374014281456,-0.2078380212352497,1.2987507733009414,-1.41544918471329
261,Aadhya Das,24,8.54,ML,cybersecurity,Mumbai,6,3,ml,0.6748504225405865,1.1388446217577262,1.2987507733009414,1.4336836347579056
262,Ira Singh,23,7.91,"Web Dev, Cybersecurity",web dev,Hyderabad,3,2,web dev  cybersecurity,0.23936494071101996,0.6899504074267342,0.415246845885335,-0.27579605692481174
263,Reyansh Mehta,21,6.6,Python,web dev,Madurai,3,0,python,-0.6661683627758581,-0.2078380212352497,-1.3517610089458778,-0.27579605692481174
264,Sai Reddy,23,6.68,"Cybersecurity, Java, Data Analysis",data science,Hyderabad,2,0,cybersecurity  java  data analysis,-0.6108686190514686,0.6899504074267342,-1.3517610089458778,-0.8456226208190508
265,Aditya Patel,24,7.74,"Cybersecurity, Web Dev",data science,Coimbatore,2,0,cybersecurity  web dev,0.12185298529669236,1.1388446217577262,-1.3517610089458778,-0.8456226208190508
266,Diya Nair,25,9.05,Web Dev,web dev,Delhi,1,2,web dev,1.0273862887835705,1.587738836088718,0.415246845885335,-1.41544918471329
267,Reyansh Reddy,22,5.01,"Web Dev, Python, Cybersecurity",ai,Chennai,1,2,web dev  python  cybersecurity,-1.765250769298099,0.24105619309574222,0.415246845885335,-1.41544918471329
268,Ananya Das,24,7.36,"Web Dev, ML",ai,Bangalore,3,1,web dev  ml,-0.1408207973941576,1.1388446217577262,-0.4682570815302714,-0.27579605692481174
270,Aditya Chopra,21,7.04,Java,cybersecurity,Bangalore,5,3,java,-0.3620197722917157,-0.2078380212352497,1.2987507733009414,0.8638570708636665
273,Krishna Gupta,25,8.91,Data Analysis,cybersecurity,Coimbatore,3,0,data analysis,0.9306117372658884,1.587738836088718,-1.3517610089458778,-0.27579605692481174
274,Reyansh Verma,22,6.01,Data Analysis,cybersecurity,Hyderabad,6,2,data analysis,-1.0740039727432305,0.24105619309574222,0.415246845885335,1.4336836347579056
275,Aarohi Kumar,22,5.93,"Data Analysis, Web Dev",data science,Coimbatore,3,2,data analysis  web dev,-1.1293037164676198,0.24105619309574222,0.415246845885335,-0.27579605692481174
276,Sai Gupta,23,7.62,"ML, Data Analysis, Cybersecurity, Python",ai,Bangalore,4,0,ml  data analysis  cybersecurity  python,0.03890336971010807,0.6899504074267342,-1.3517610089458778,0.2940305069694274
277,Ira Gupta,22,7.94,"Java, Web Dev",data science,Chennai,2,3,java  web dev,0.2601023446076662,0.24105619309574222,1.2987507733009414,-0.8456226208190508
279,Arjun Mehta,20,8.12,"Data Analysis, Cybersecurity",cybersecurity,Madurai,1,2,data analysis  cybersecurity,0.3845267679875417,-0.6567322355662416,0.415246845885335,-1.41544918471329
280,Vivaan Mehta,24,7.51,Web Dev,web dev,Madurai,1,0,web dev,-0.03713377791092768,1.1388446217577262,-1.3517610089458778,-1.41544918471329
281,Diya Verma,18,6.96,"Web Dev, ML, Data Analysis, Cybersecurity",ai,Coimbatore,2,1,web dev  ml  data analysis  cybersecurity,-0.41731951601610523,-1.5545206642282254,-0.4682570815302714,-0.8456226208190508
283,Ira Mehta,20,7.16,Python,ai,Coimbatore,3,2,python,-0.2790701567051314,-0.6567322355662416,0.415246845885335,-0.27579605692481174
284,Aadhya Bhat,20,6.67,"Web Dev, ML, Java, Data Analysis",web dev,Madurai,4,2,web dev  ml  java  data analysis,-0.6177810870170171,-0.6567322355662416,0.415246845885335,0.2940305069694274
285,Aadhya Reddy,24,8.1,"Web Dev, Data Analysis, Cybersecurity, ML",cybersecurity,Mumbai,4,1,web dev  data analysis  cybersecurity  ml,0.37070183205644464,1.1388446217577262,-0.4682570815302714,0.2940305069694274
286,Diya Gupta,24,7.87,Data Analysis,data science,Mumbai,5,1,data analysis,0.21171506884882518,1.1388446217577262,-0.4682570815302714,0.8638570708636665
287,Arjun Mehta,18,6.56,"Cybersecurity, Python, ML",data science,Mumbai,5,2,cybersecurity  python  ml,-0.6938182346380529,-1.5545206642282254,0.415246845885335,0.8638570708636665
288,Krishna Chopra,24,5.72,Web Dev,cybersecurity,Coimbatore,4,1,web dev,-1.2744655437441423,1.1388446217577262,-0.4682570815302714,0.2940305069694274
289,Ira Das,19,8.81,"Java, Cybersecurity, Python, Data Analysis",ai,Coimbatore,3,1,java  cybersecurity  python  data analysis,0.8614870576104019,-1.1056264498972335,-0.4682570815302714,-0.27579605692481174
290,Aarav Gupta,18,5.51,"ML, Java, Cybersecurity",web dev,Bangalore,5,2,ml  java  cybersecurity,-1.4196273710206646,-1.5545206642282254,0.415246845885335,0.8638570708636665
292,Aadhya Das,24,8.99,"Web Dev, ML, Data Analysis, Python",cybersecurity,Delhi,5,0,web dev  ml  data analysis  python,0.9859114809902779,1.1388446217577262,-1.3517610089458778,0.8638570708636665
293,Aadhya Iyer,24,7.04,"Cybersecurity, Data Analysis, ML",web dev,Coimbatore,5,1,cybersecurity  data analysis  ml,-0.3620197722917157,1.1388446217577262,-0.4682570815302714,0.8638570708636665
294,Ananya Iyer,20,8.21,"Java, Data Analysis, Web Dev",web dev,Mumbai,3,3,java  data analysis  web dev,0.446738979677481,-0.6567322355662416,1.2987507733009414,-0.27579605692481174
295,Kavya Singh,21,8.58,"Data Analysis, Web Dev, Cybersecurity, Java",ai,Delhi,3,0,data analysis  web dev  cybersecurity  java,0.7025002944027818,-0.2078380212352497,-1.3517610089458778,-0.27579605692481174
296,Meera Mehta,21,5.91,"Java, Data Analysis, Python",data science,Mumbai,2,3,java  data analysis  python,-1.143128652398717,-0.2078380212352497,1.2987507733009414,-0.8456226208190508
297,Aditya Singh,23,6.14,"Cybersecurity, Data Analysis, ML, Python",web dev,Hyderabad,2,1,cybersecurity  data analysis  ml  python,-0.9841418891910976,0.6899504074267342,-0.4682570815302714,-0.8456226208190508
298,Ananya Iyer,20,5.77,"Java, Python, Cybersecurity",web dev,Chennai,5,3,java  python  cybersecurity,-1.239903203916399,-0.6567322355662416,1.2987507733009414,0.8638570708636665
299,Ira Kumar,23,5.5,"Python, Cybersecurity",cybersecurity,Madurai,1,2,python  cybersecurity,-1.4265398389862132,0.6899504074267342,0.415246845885335,-1.41544918471329
302,Vivaan Bhat,22,8.54,Cybersecurity,web dev,Delhi,2,0,cybersecurity,0.6748504225405865,0.24105619309574222,-1.3517610089458778,-0.8456226208190508
303,Vivaan Reddy,21,6.87,"Java, Python, ML, Cybersecurity",web dev,Mumbai,1,1,java  python  ml  cybersecurity,-0.4795317277060433,-0.2078380212352497,-0.4682570815302714,-1.41544918471329
304,Diya Sharma,20,8.68,Data Analysis,ai,Madurai,1,1,data analysis,0.7716249740582684,-0.6567322355662416,-0.4682570815302714,-1.41544918471329
305,Diya Gupta,20,7.25,"Java, Web Dev, ML, Cybersecurity",web dev,Hyderabad,6,0,java  web dev  ml  cybersecurity,-0.21685794501519334,-0.6567322355662416,-1.3517610089458778,1.4336836347579056
306,Arjun Singh,22,5.83,"Cybersecurity, ML",data science,Mumbai,4,1,cybersecurity  ml,-1.1984283961231066,0.24105619309574222,-0.4682570815302714,0.2940305069694274
309,Reyansh Gupta,18,8.72,"Java, Python, Data Analysis",cybersecurity,Coimbatore,2,3,java  python  data analysis,0.7992748459204638,-1.5545206642282254,1.2987507733009414,-0.8456226208190508
310,Riya Bhat,18,5.02,"Data Analysis, Cybersecurity, Python",data science,Mumbai,1,2,data analysis  cybersecurity  python,-1.7583383013325504,-1.5545206642282254,0.415246845885335,-1.41544918471329
311,Saanvi Chopra,24,7.07,"Python, Cybersecurity",cybersecurity,Madurai,2,2,python  cybersecurity,-0.3412823683950695,1.1388446217577262,0.415246845885335,-0.8456226208190508
312,Sai Mehta,23,6.73,"Cybersecurity, Python, Data Analysis",data science,Delhi,2,2,cybersecurity  python  data analysis,-0.5763062792237247,0.6899504074267342,0.415246845885335,-0.8456226208190508
313,Krishna Kumar,19,9.59,"ML, Java",cybersecurity,Mumbai,3,2,ml  java,1.400659558923199,-1.1056264498972335,0.415246845885335,-0.27579605692481174
315,Riya Iyer,18,7.49,"Python, Web Dev, Cybersecurity",ai,Hyderabad,6,0,python  web dev  cybersecurity,-0.05095871384202476,-1.5545206642282254,-1.3517610089458778,1.4336836347579056
316,Ira Kumar,25,6.56,"Java, Data Analysis",cybersecurity,Chennai,5,2,java  data analysis,-0.6938182346380529,1.587738836088718,0.415246845885335,0.8638570708636665
317,Ishaan Chopra,20,8.16,"Python, Web Dev, ML, Cybersecurity",cybersecurity,Coimbatore,4,1,python  web dev  ml  cybersecurity,0.41217663984973707,-0.6567322355662416,-0.4682570815302714,0.2940305069694274
318,Ira Mehta,22,7.58,"Web Dev, Python, ML, Data Analysis",data science,Mumbai,1,3,web dev  python  ml  data analysis,0.011253497847913308,0.24105619309574222,1.2987507733009414,-1.41544918471329
319,Aarav Mehta,18,5.74,"Python, Java, Cybersecurity",ai,Bangalore,6,1,python  java  cybersecurity,-1.2606406078130445,-1.5545206642282254,-0.4682570815302714,1.4336836347579056
320,Saanvi Chopra,21,7.68,Web Dev,ai,Chennai,1,2,web dev,0.08037817750339991,-0.2078380212352497,0.415246845885335,-1.41544918471329
321,Kavya Sharma,18,6.55,"ML, Java, Web Dev",cybersecurity,Madurai,6,2,ml  java  web dev,-0.7007307026036014,-1.5545206642282254,0.415246845885335,1.4336836347579056
322,Meera Gupta,20,6.05,"ML, Python, Java, Data Analysis",data science,Chennai,3,1,ml  python  java  data analysis,-1.0463541008810358,-0.6567322355662416,-0.4682570815302714,-0.27579605692481174
323,Sai Iyer,25,7.34,"Web Dev, Java, Cybersecurity, Python",ai,Madurai,1,0,web dev  java  cybersecurity  python,-0.15464573332525527,1.587738836088718,-1.3517610089458778,-1.41544918471329
324,Riya Das,22,7.36,"Web Dev, ML, Java, Python",cybersecurity,Madurai,3,1,web dev  ml  java  python,-0.1408207973941576,0.24105619309574222,-0.4682570815302714,-0.27579605692481174
325,Reyansh Patel,18,8.88,"Cybersecurity, Python",ai,Hyderabad,2,1,cybersecurity  python,0.9098743333692428,-1.5545206642282254,-0.4682570815302714,-0.8456226208190508
326,Aarohi Nair,23,7.2,Java,web dev,Chennai,2,1,java,-0.25142028484293666,0.6899504074267342,-0.4682570815302714,-0.8456226208190508
327,Arjun Nair,23,8.83,ML,ai,Coimbatore,4,0,ml,0.8753119935414989,0.6899504074267342,-1.3517610089458778,0.2940305069694274
329,Diya Kumar,19,6.35,"Web Dev, Cybersecurity, Data Analysis",web dev,Madurai,6,1,web dev  cybersecurity  data analysis,-0.8389800619145752,-1.1056264498972335,-0.4682570815302714,1.4336836347579056
331,Sai Das,19,9.33,"Web Dev, ML, Python, Java",cybersecurity,Hyderabad,1,0,web dev  ml  python  java,1.2209353918189332,-1.1056264498972335,-1.3517610089458778,-1.41544918471329
332,Ira Singh,24,6.27,"ML, Java, Data Analysis, Web Dev",web dev,Hyderabad,3,2,ml  java  data analysis  web dev,-0.8942798056389648,1.1388446217577262,0.415246845885335,-0.27579605692481174
333,Kavya Kumar,22,7.98,"Data Analysis, Java",cybersecurity,Chennai,1,2,data analysis  java,0.28775221646986093,0.24105619309574222,0.415246845885335,-1.41544918471329
334,Aarohi Mehta,22,5.89,"ML, Java",data science,Coimbatore,1,3,ml  java,-1.1569535883298148,0.24105619309574222,1.2987507733009414,-1.41544918471329
335,Aadhya Das,24,8.6,ML,data science,Chennai,3,3,ml,0.7163252303338788,1.1388446217577262,1.2987507733009414,-0.27579605692481174
338,Ishaan Chopra,22,7.03,Cybersecurity,cybersecurity,Coimbatore,2,2,cybersecurity,-0.36893224025726423,0.24105619309574222,0.415246845885335,-0.8456226208190508
340,Riya Iyer,25,5.91,"Data Analysis, Cybersecurity, Web Dev",cybersecurity,Bangalore,4,0,data analysis  cybersecurity  web dev,-1.143128652398717,1.587738836088718,-1.3517610089458778,0.2940305069694274
341,Arjun Bhat,21,8.52,"Data Analysis, Java, Cybersecurity, Web Dev",cybersecurity,Chennai,1,2,data analysis  java  cybersecurity  web dev,0.6610254866094893,-0.2078380212352497,0.415246845885335,-1.41544918471329
342,Krishna Chopra,22,6.71,"Python, Data Analysis",cybersecurity,Madurai,2,2,python  data analysis,-0.5901312151548224,0.24105619309574222,0.415246845885335,-0.8456226208190508
343,Reyansh Kumar,19,6.82,"Java, ML, Cybersecurity",cybersecurity,Delhi,4,3,java  ml  cybersecurity,-0.5140940675337866,-1.1056264498972335,1.2987507733009414,0.2940305069694274
344,Aadhya Patel,22,6.73,"Cybersecurity, ML, Web Dev, Python",data science,Coimbatore,6,0,cybersecurity  ml  web dev  python,-0.5763062792237247,0.24105619309574222,-1.3517610089458778,1.4336836347579056
346,Aditya Joshi,19,8.82,Python,cybersecurity,Coimbatore,1,1,python,0.8683995255759503,-1.1056264498972335,-0.4682570815302714,-1.41544918471329
347,Krishna Verma,23,7.44,"Python, Java",cybersecurity,Madurai,6,2,python  java,-0.08552105366976806,0.6899504074267342,0.415246845885335,1.4336836347579056
348,Vivaan Nair,25,5.91,"Cybersecurity, ML, Python, Web Dev",cybersecurity,Chennai,2,2,cybersecurity  ml  python  web dev,-1.143128652398717,1.587738836088718,0.415246845885335,-0.8456226208190508
349,Aarav Iyer,18,6.34,"Web Dev, Data Analysis, Python",cybersecurity,Hyderabad,2,0,web dev  data analysis  python,-0.8458925298801238,-1.5545206642282254,-1.3517610089458778,-0.8456226208190508
350,Sai Verma,18,6.29,Web Dev,web dev,Coimbatore,6,1,web dev,-0.880454869707867,-1.5545206642282254,-0.4682570815302714,1.4336836347579056
351,Ishaan Nair,20,7.11,"Data Analysis, Cybersecurity, ML",ai,Madurai,2,1,data analysis  cybersecurity  ml,-0.3136324965328747,-0.6567322355662416,-0.4682570815302714,-0.8456226208190508
352,Meera Gupta,22,5.86,"Cybersecurity, Java",data science,Mumbai,5,2,cybersecurity  java,-1.1776909922264602,0.24105619309574222,0.415246845885335,0.8638570708636665
353,Aditya Das,23,9.57,Python,cybersecurity,Bangalore,5,1,python,1.3868346229921018,0.6899504074267342,-0.4682570815302714,0.8638570708636665
354,Meera Iyer,21,7.49,"Python, Cybersecurity, Java, Web Dev",cybersecurity,Hyderabad,2,0,python  cybersecurity  java  web dev,-0.05095871384202476,-0.2078380212352497,-1.3517610089458778,-0.8456226208190508
355,Aarohi Das,22,8.26,"Web Dev, Python, Cybersecurity",web dev,Coimbatore,2,3,web dev  python  cybersecurity,0.4813013195052237,0.24105619309574222,1.2987507733009414,-0.8456226208190508
356,Kavya Patel,24,5.53,Python,data science,Delhi,6,0,python,-1.405802435089567,1.1388446217577262,-1.3517610089458778,1.4336836347579056
358,Diya Reddy,25,6.25,"Web Dev, ML",data science,Bangalore,5,0,web dev  ml,-0.9081047415700618,1.587738836088718,-1.3517610089458778,0.8638570708636665
359,Reyansh Bhat,22,5.88,Web Dev,data science,Chennai,5,0,web dev,-1.1638660562953633,0.24105619309574222,-1.3517610089458778,0.8638570708636665
360,Arjun Mehta,19,7.02,"Python, Data Analysis",cybersecurity,Hyderabad,6,1,python  data analysis,-0.3758447082228134,-1.1056264498972335,-0.4682570815302714,1.4336836347579056
361,Aadhya Sharma,23,5.23,"ML, Cybersecurity, Java",data science,Delhi,4,1,ml  cybersecurity  java,-1.6131764740560275,0.6899504074267342,-0.4682570815302714,0.2940305069694274
362,Meera Mehta,20,5.92,"Cybersecurity, Web Dev",cybersecurity,Chennai,5,3,cybersecurity  web dev,-1.1362161844331684,-0.6567322355662416,1.2987507733009414,0.8638570708636665
363,Diya Bhat,20,6.23,"Cybersecurity, Python",ai,Madurai,5,2,cybersecurity  python,-0.921929677501159,-0.6567322355662416,0.415246845885335,0.8638570708636665
364,Reyansh Mehta,25,7.19,"Cybersecurity, ML",data science,Madurai,4,0,cybersecurity  ml,-0.25833275280848517,1.587738836088718,-1.3517610089458778,0.2940305069694274
365,Arjun Verma,20,6.49,Data Analysis,cybersecurity,Madurai,3,1,data analysis,-0.7422055103968932,-0.6567322355662416,-0.4682570815302714,-0.27579605692481174
366,Ananya Verma,19,6.98,"Python, Java",cybersecurity,Bangalore,6,1,python  java,-0.40349458008500755,-1.1056264498972335,-0.4682570815302714,1.4336836347579056
367,Ira Mehta,22,7.42,Python,ai,Madurai,2,3,python,-0.09934598960086574,0.24105619309574222,1.2987507733009414,-0.8456226208190508
368,Aditya Nair,24,6.31,"ML, Python, Data Analysis",cybersecurity,Bangalore,3,3,ml  python  data analysis,-0.86662993377677,1.1388446217577262,1.2987507733009414,-0.27579605692481174
369,Aditya Chopra,20,9.23,"Web Dev, Cybersecurity",web dev,Mumbai,3,0,web dev  cybersecurity,1.1518107121634467,-0.6567322355662416,-1.3517610089458778,-0.27579605692481174
370,Meera Reddy,20,6.67,"Data Analysis, Cybersecurity",data science,Bangalore,2,1,data analysis  cybersecurity,-0.6177810870170171,-0.6567322355662416,-0.4682570815302714,-0.8456226208190508
371,Reyansh Verma,22,6.72,"ML, Data Analysis",cybersecurity,Madurai,1,0,ml  data analysis,-0.5832187471892738,0.24105619309574222,-1.3517610089458778,-1.41544918471329
372,Kavya Bhat,18,8.52,Data Analysis,data science,Coimbatore,2,0,data analysis,0.6610254866094893,-1.5545206642282254,-1.3517610089458778,-0.8456226208190508
373,Kavya Nair,24,5.38,"ML, Python",web dev,Madurai,2,0,ml  python,-1.5094894545727975,1.1388446217577262,-1.3517610089458778,-0.8456226208190508
